ordem;restaurant_id;categoria;caminho_categorias;nome;descricao;preco_referencia_reais;origem_preco_referencia;preco_source_file;preco_json_pointer;price_bruto_api;default_price_bruto_api;display_default_price_na_fonte;tipo_produto_api;ativo_na_fonte;visivel_na_fonte;source_id;json_pointer;variantes_e_componentes;sinalizacoes;status_revisao;observacoes_ike
152;freneze;Vinhos Brancos;Adega > Vinhos Brancos;Santa Magdalena Reserva Chardonnay;Aroma intenso e um paladar marcante. De origem chilena, o vinho é marcado pelo seu sabor acido e persistente, com textura macia e untuosa. Já o seu aroma possui toques de mineiras e notas cítricas das frutas maduras tropicais que conferem ao olfato uma sensação única e indescritível.;224,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/31/body/product/product_composite_steps/0/complements/0/price;224;0;true;9;true;true;94061;/4/children/1/products/18;Volume > Santa Magdalena Reserva Chardonnay - 750ml: 224,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
153;freneze;Vinhos Brancos;Adega > Vinhos Brancos;LA VIEILLE FERME BLANC;É um ótimo exemplar de qualidade e do frescor que os vinhos do sul da França possuem. Apresenta notas de frutas cítricas, como lima, frutas brancas, como peras e maçãs, notas de flores brancas e toques minerais. Leve, com bom equilibrio e frescor Seu final de boca é agradável.;181,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/32/body/product/product_composite_steps/0/complements/0/price;181;0;true;9;true;true;94063;/4/children/1/products/19;Volume > LA VIEILLE FERME BLANC - 750ml: 181,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
154;freneze;Vinhos Roses;Adega > Vinhos Roses;Rose del Borro;Frutado e agradável ao paladar, Rosé del Borro é um vinho único e exuberante. Aromas de flores brancas e frutas frescas aliada a um paladar delicado, fazem deste vinho uma experiência memorável. A uva Sangiovese mostra aqui toda sua versatilidade.;409,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/33/body/product/product_composite_steps/0/complements/0/price;409;0;true;9;true;true;94065;/4/children/2/products/0;Volume > Rose del Borro - 750ml: 409,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
155;freneze;Vinhos Roses;Adega > Vinhos Roses;Tenuta Delle Terre Nere Etna Rosato;;806,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/34/body/product/product_composite_steps/0/complements/0/price;806;0;true;9;true;true;94067;/4/children/2/products/1;Volume > Tenuta Delle Terre Nere Etna Rosato - 750ml: 806,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
156;freneze;Vinhos Roses;Adega > Vinhos Roses;Bayanegra Rosé;O Bayanegra Rosé 2021 é produzido com a uva Tempranillo, cultivada a 800 metros de altitude, na região vitivinícola de Castilla-La Mancha, na Espanha. As uvas são prensadas inteiras. A fermentação alcoólica ocorre em tanques de aço inox sob temperatura controlada. O vinho não estagia em madeira para manter o frescor e os aromas.;198,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/35/body/product/product_composite_steps/0/complements/0/price;198;0;true;9;true;true;94069;/4/children/2/products/2;Volume > Bayanegra Rosé - 750ml: 198,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
157;freneze;Vinhos Roses;Adega > Vinhos Roses;Coelheiros Rosado - Tapada de Coelheiros;Este elegante Rosé, de pequena produção, demonstra a elegância que a Tapada de Coelheiros consegue atingir em seu singular terroir no Alentejo. De caráter fresco, ele apresenta notas de morangos e menta com boa mineralidade, na boca comprova sua versatilidade para acompanhar diversas gastronomias.;454,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/36/body/product/product_composite_steps/0/complements/0/price;454;0;true;9;true;true;94071;/4/children/2/products/3;Volume > Coelheiros Rosado - Tapada de Coelheiros - 750ml: 454,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
158;freneze;Vinhos Roses;Adega > Vinhos Roses;By Ott Grenache;Rosado de cor suave, lembrando casca de cebola. São evidentes os aromas frutados, de cerejas frescas, damasco, pêssego, manga e maracujá. Também notam-se toques florais, além de um sutil herbáceo de pano de fundo. Na boca é um vinho saboroso, com fruta e ótima presença e frescor.;568,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/37/body/product/product_composite_steps/0/complements/0/price;568;0;true;9;true;true;94073;/4/children/2/products/4;Volume > By Ott Grenache - 750ml: 568,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
159;freneze;Vinhos Roses;Adega > Vinhos Roses;Aussieres Rose;;317,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/38/body/product/product_composite_steps/0/complements/0/price;317;0;true;9;true;true;94075;/4/children/2/products/5;Volume > Aussieres Rose - 750ml: 317,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
160;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Vallontano Reserva Cabernet Sauvignon;Notas de frutas vermelhas e pretas, café, tabaco e compotas. Os aromas complexos e marcantes provêm das barricas de carvalho, onde o vinho é maturado por 1 ano, lembrando especiarias. Encorpado, com ótimo volume de boca, taninos elegantes e maduros, e longa persistência, produz uma sensação extremamente agradável ao paladar.;225,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/39/body/product/product_composite_steps/0/complements/0/price;225;0;true;9;true;true;94077;/4/children/3/products/0;Volume > Vallontano Reserva Cabernet Sauvignon - 750ml: 225,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
161;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Vallontano Lh Zanini Tinto;O Vallontano LH Zanini Tinto 2013 é o resultado do corte de uvas passificadas Ancellotta, Tannat, Teroldego e outras castas em menor proporção. É um vinho artístico, artesanal e que traduz a manifestação típica das variedades utilizadas. Sua complexidade aromática devido ao processo de apassimento é fantástica, tem colocação intensa e em boca é potente e estruturado com certa mineralidade.;379,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/40/body/product/product_composite_steps/0/complements/0/price;379;0;true;9;true;true;94079;/4/children/3/products/1;Volume > Vallontano Lh Zanini Tinto - 750ml: 379,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
162;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Merlot Riserva Trentino DOC;;302,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/41/body/product/product_composite_steps/0/complements/0/price;302;0;true;9;true;true;94081;/4/children/3/products/2;Volume > Merlot Riserva Trentino DOC - 750ml: 302,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
163;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Burdizzo Appassimento;Cor roxa intensa. tendendo para o âmbar com o envelhecimento.;275,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/42/body/product/product_composite_steps/0/complements/0/price;275;0;true;9;true;true;94083;/4/children/3/products/3;Volume > Burdizzo Appassimento - 750ml: 275,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
164;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Dogliani San Luigi DOC;;485,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/43/body/product/product_composite_steps/0/complements/0/price;485;0;true;9;true;true;94085;/4/children/3/products/4;Volume > Dogliani San Luigi DOC - 750ml: 485,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
165;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Porlapá Barbera D'Asti Superiore DOCG;;515,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/44/body/product/product_composite_steps/0/complements/0/price;515;0;true;9;true;true;94087;/4/children/3/products/5;Volume > Porlapá Barbera D'Asti Superiore DOCG - 750ml: 515,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
166;freneze;Vinhos Tintos;Adega > Vinhos Tintos;PODERI ELIA BARBARESCO SERRACAPELLI;Nebbiolo elegante e complexo do Piemonte, com taninos sedosos e grande finesse. Aromas: cereja madura, rosa seca e notas de especiarias. Harmonização: risotos trufados, carnes assadas e queijos maturados.;998,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/45/body/product/product_composite_steps/0/complements/0/price;998;0;true;9;true;true;94089;/4/children/3/products/6;Volume > PODERI ELIA BARBARESCO SERRACAPELLI - 750ml: 998,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
167;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Barolo Docg;O Barolo Gianni Gagliardo é produzido com uvas dos terroirs excepcionais de La Morra, Monforte d'Alba, Barolo e Serralunga. Esta combinação de diferentes solos confere a este vinho um caráter sutil e expressivo, ao mesmo tempo que tem um excelente potencial de envelhecimento. Aromas de alcaçuz lindamente adornados por notas florais e de tosta complementam o sabor intenso, rico em acidez de cereja fresca e taninos polidos.;1190,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/46/body/product/product_composite_steps/0/complements/0/price;1190;0;true;9;true;true;94091;/4/children/3/products/7;Volume > Barolo Docg - 750ml: 1190,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
168;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Barbaresco DOCG;;1410,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/47/body/product/product_composite_steps/0/complements/0/price;1410;0;true;9;true;true;94093;/4/children/3/products/8;Volume > Barbaresco DOCG - 750ml: 1410,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
169;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Amarone della Valpolicella Classico Sant'Urbano;;1316,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/48/body/product/product_composite_steps/0/complements/0/price;1316;0;true;9;true;true;94095;/4/children/3/products/9;Volume > Amarone della Valpolicella Classico Sant'Urbano - 750ml: 1316,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
170;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Roberto Riga;"Descrição do Produto:
O Roberto Riga Rosso é um vinho tinto equilibrado e saboroso, elaborado com um blend harmonioso de Sangiovese, Primitivo e Negroamaro. No paladar, apresenta corpo médio, taninos macios e notas de frutas vermelhas maduras, cereja escura e leve toque de especiarias. Seu final é redondo e agradável, tornando-o uma excelente escolha para diferentes ocasiões.";292,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/49/body/product/product_composite_steps/0/complements/0/price;292;0;true;9;true;true;94097;/4/children/3/products/10;Volume > Roberto Riga - 750ml: 292,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
171;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Roccabaro chianti;O Vinho Tinto Chianti Riserva Roccabaro 750ml é uma escolha sofisticada para apreciadores que buscam um rótulo de qualidade superior. Este vinho tinto italiano destaca-se por sua complexidade e estrutura, características marcantes de um autêntico Chianti Riserva. Com um perfil sensorial equilibrado, ele oferece uma experiência de degustação refinada, sendo a companhia ideal para momentos especiais e celebrações memoráveis. A excelência deste vinho de mesa reflete o cuidado em sua produção, garantindo que cada taça revele notas ricas e um paladar persistente. Seja para acompanhar pratos da culinária mediterrânea ou para desfrutar de um momento de relaxamento, este produto entrega valor agregado através de sua tradição e sabor inconfundível, tornando-se uma adição indispensável à sua adega pessoal.;314,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/50/body/product/product_composite_steps/0/complements/0/price;314;0;true;9;true;true;94099;/4/children/3/products/11;Volume > Roccabaro chianti - 750ml: 314,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
172;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Romulo IGT;Coloração vermelho rubi intenso, com reflexos púrpura. Característico bouquet com notas de cereja, frutas silvestres e balsâmicas. Em boca é macio e redondo, com notas de alcaçuz e baunilha, boa acidez e sabor equilibrado de fruta. DIRETRIZES GASTRONÔMICAS: Ideal com carnes grelhadas, perfeito com queijos curados.;199,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/51/body/product/product_composite_steps/0/complements/0/price;199;0;true;9;true;true;94101;/4/children/3/products/12;Volume > Romulo IGT - 750ml: 199,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
173;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Il Boro Pian Di Nova;Pian di Nova, um vinho encorpado cuja elegância e maciez nunca decepcionam, é um blend dinâmico que combina perfeitamente o toque picante da Syrah com o frutado da Sangiovese.;742,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/52/body/product/product_composite_steps/0/complements/0/price;742;0;true;9;true;true;94103;/4/children/3/products/13;Volume > Il Boro Pian Di Nova - 750ml: 742,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
174;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Felsina Berardenga Chianti Classico Docg;"Fèlsina Berardenga é indiscutivelmente um dos melhores e mais celebrados vinhos de Chianti Classico. Um tinto mais profundo e complexo que os exemplares comuns dessa denominação, o Berardenga compete com os Riserva da maioria dos produtores. Este é um tinto que ganha outra dimensão quando acompanhado por comida, se tornando ainda mais refinado — com suas muitas camadas de frutas silvestres e um delicioso toque cremoso e achocolatado. A safra de 2020 recebeu nada menos que 93 pontos de Robert Parker e 92 de James Suckling! É uma nota realmente extraordinária para um Chianti Classico de entrada, mas não para o Fèlsina Berardenga, que sempre arremata notas impressionantes da imprensa especializada. Além de sua grande qualidade, é um vinho que pode evoluir por mais de uma década na adega. Para Antonio Galloni, trata-se de ""uma escolha fantástica para quem procura vinhos de grande capacidade de envelhecimento, mas que são relativamente acessíveis”. É um vinho que mostra porque alguns especialistas consideram Chianti Classico a mais verdadeira expressão da uva Sangiovese.";742,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/53/body/product/product_composite_steps/0/complements/0/price;742;0;true;9;true;true;94105;/4/children/3/products/14;Volume > Felsina Berardenga Chianti Classico Docg - 750ml: 742,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
175;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Le Macchiole Bolgheri Rosso;"Descrito como glorioso e repleto de fruta madura por Robert Parker - que o classificou como ""outstanding"" e concedeu 93 pontos ao vinho na safra de 2019 - o Bolgheri Rosso é elaborado com um corte de Merlot, Cabernet Franc, Cabernet Sauvignon e Syrah. É certamente um dos mais belos achados da região de Bolgheri, na Toscana, e segue o estilo concentrado e exuberante dos vinhos de Le Macchiole em uma versão para ser bebida desde já.";833,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/54/body/product/product_composite_steps/0/complements/0/price;833;0;true;9;true;true;94107;/4/children/3/products/15;Volume > Le Macchiole Bolgheri Rosso - 750ml: 833,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
176;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Le Serre Nuove dell'Ornellaia;Produzido com as mesmas variedades de uva, sob o mesmo céu e guiado pela mesma filosofia que o Ornellaia, o Serre Nuove Dell'Ornellaia é um segundo vinho da vinícola, com a capacidade de prever a personalidade do vinho principal da propriedade. O prazer de degustar o Le Serre Nuove dell'Ornellaia evolui com o tempo, acrescentando o charme da maturidade ao vigor da juventude. Produzido a partir de uma safra de alta qualidade e extremamente satisfatória, a safra 2021 dá plena expressão às suas qualidades tânicas e concentração equilibrada. O vinho é elegante, com boa acidez e um final longo, persistente e saboroso que estimula sua degustação.;1300,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/55/body/product/product_composite_steps/0/complements/0/price;1300;0;true;9;true;true;94109;/4/children/3/products/16;Volume > Le Serre Nuove dell'Ornellaia - 750ml: 1300,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
177;freneze;Vinhos Tintos;Adega > Vinhos Tintos;"Magari ""Bolgheri"" IGP";"Magari é um sofisticado corte de Cabernet Franc, Cabernet Sauvignon e Petit Verdot elaborado em Bolgheri — microclima ideal para o cultivo destas variedades originárias de Bordeaux. Este tinto nasce do equilíbrio perfeito entre os ""solos escuros"" (argilosos) e os ""solos brancos"" (calcários) da propriedade, resultando num vinho ""profundo e elegante"", segundo Robert Parker. Com generosas notas de fruta e uma complexidade impressionante. Um vinho soberbo!";2351,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/56/body/product/product_composite_steps/0/complements/0/price;2351;0;true;9;true;true;94111;/4/children/3/products/17;"Volume > Magari ""Bolgheri"" IGP - 750ml: 2351,00 (COBRADO_NA_FONTE)";VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
178;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Pieve Santa Restituta Brunello di Montalcino Sugarille;Estupendo tinto elaborado apenas com uvas do vinhedo Sugarille, sendo o melhor vinho da propriedade. Tem enorme estrutura, profundidade, complexidade e longevidade, porém contrabalançadas pela classe, elegância e o toque aveludado que são a assinatura de Gaja.;2964,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/57/body/product/product_composite_steps/0/complements/0/price;2964;0;true;9;true;true;94113;/4/children/3/products/18;Volume > Pieve Santa Restituta Brunello di Montalcino Sugarille - 750ml: 2964,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
179;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Sassicaia;O lendário Sassicaia é um dos mais admirados vinhos do mundo. O supertoscano é tão famoso que foi criada uma denominação de origem exclusiva para ele: a Bolgheri Sassicaia. Para a The Wine Advocate, o Sassicaia “é um marco de excelência na história do vinho italiano, mudando para sempre a imagem da Itália e seus vinhos”. Robert Parker afirmou que o Sassicaia da safra 1985 foi o vinho que ele mais gostou, entre todos que provou nos seus mais de 40 anos de carreira. O vinho que já recebeu os máximos “Tre Bicchieri” do Gambero Rosso em mais de 30 safras é indiscutivelmente um dos mais prestigiados e cobiçados cortes bordaleses de todo mundo, sendo comparado aos Premier Grands Cru Classés de Bordeaux por toda a crítica especializada. Segundo o Wine-Searcher, o Sassicaia é um dos 3 vinhos mais desejados de todo o mundo! O Marquês Incisa della Rocchetta descobriu que os solos de Bolgheri, repletos de pedregulhos, eram similares aos de Graves, em Bordeaux – perfeitos para o cultivo das uvas Cabernet Sauvignon e Cabernet Franc. Os primeiros vinhos foram feitos na década de 1940, mas até a colheita de 1967 eram famosos apenas nos jantares e reuniões da família.;5991,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/58/body/product/product_composite_steps/0/complements/0/price;5991;0;true;9;true;true;94115;/4/children/3/products/19;Volume > Sassicaia - 750ml: 5991,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
180;freneze;Vinhos Tintos;Adega > Vinhos Tintos;I Mori IGT;"O Vinho Tinto Meio Seco I Mori Calabria IGT 750ml é um vinho italiano expressivo e equilibrado, produzido na região da Calábria, no sul da Itália. Elaborado com uvas selecionadas típicas da região, apresenta um perfil frutado, macio e agradável, refletindo o estilo caloroso e envolvente dos vinhos do sul italiano.

 

Com aromas marcantes de frutas vermelhas e negras maduras, como cereja, ameixa e amora, o vinho também apresenta sutis toques de especiarias e notas delicadas que enriquecem seu conjunto aromático. Em boca é macio, levemente adocicado e equilibrado, com taninos suaves e final agradável, tornando-se uma excelente opção para quem aprecia vinhos tintos fáceis de beber e com perfil frutado.

 

Seu estilo meio seco proporciona um paladar agradável e versátil, ideal tanto para momentos de descontração quanto para acompanhar diferentes tipos de refeições.";282,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/59/body/product/product_composite_steps/0/complements/0/price;282;0;true;9;true;true;94123;/4/children/3/products/20;Volume > I Mori IGT - 750ml: 282,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
181;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Tenuta regaliali vigna;Um dos maiores Cabernet Sauvignon do sul da Itália, quase sempre premiado com os máximos 3 Bicchieri do Gambero Rosso. Elegante, potente e muito classudo, é capaz de envelhecer por muitos anos em garrafa.;1313,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/60/body/product/product_composite_steps/0/complements/0/price;1313;0;true;9;true;true;94127;/4/children/3/products/21;Volume > Tenuta regaliali vigna - 750ml: 1313,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
182;freneze;Vinhos Tintos;Adega > Vinhos Tintos;David Duband Morey Saint Denis;Proveniente de vinhas antigas, este Morey-Saint-Denis exibe concentração e complexidade excepcionais. Com notas intensas de frutas negras, especiarias e nuances terrosas, reflete o caráter profundo do terroir. O paladar é envolvente, com taninos firmes e equilibrados, oferecendo longa persistência e elegância que revelam toda a nobreza da região.;1975,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/61/body/product/product_composite_steps/0/complements/0/price;1975;0;true;9;true;true;94129;/4/children/3/products/22;Volume > David Duband Morey Saint Denis - 750ml: 1975,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
183;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Gevrey-chambertin;;1606,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/62/body/product/product_composite_steps/0/complements/0/price;1606;0;true;9;true;true;94131;/4/children/3/products/23;Volume > Gevrey-chambertin - 750ml: 1606,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
184;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Bourgogne Hautes-côtes De Beaune;O vinho é roxo com toques de violeta, aromas de morello cereja, framboesa, morango triturado e violeta com uma espontaneidade cativante. É um vinho por prazer, gourmand, com taninos redondos e sedosos. combina muito com um tradicional Boeuf Bourguignon. É excelente com uma cozinha equilibrada, não muito picante nem muito pesada. Combina bem com carnes assadas, como um filé de vitela com curry leve ou, mais tradicionalmente, carne de porco salgada ou simplesmente carnes grelhadas.;598,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/63/body/product/product_composite_steps/0/complements/0/price;598;0;true;9;true;true;94133;/4/children/3/products/24;Volume > Bourgogne Hautes-côtes De Beaune - 750ml: 598,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
185;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Domaine De Montille Pommard 1er Cru Les Pezerolles;O excelente Pommard Premier Cru Les Pézerolles foi descrito pela Burghound como um clássico Pommard de rara beleza. Já a Wine Spectator classificou o belo Premier Cru como robusto e tânico. Sem dúvida, um dos grandes vinhos de Pommard e uma das melhores expressões deste magnífico terroir.;4225,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/64/body/product/product_composite_steps/0/complements/0/price;4225;0;true;9;true;true;94135;/4/children/3/products/25;Volume > Domaine De Montille Pommard 1er Cru Les Pezerolles - 750ml: 4225,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
186;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau petit boyer;;302,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/65/body/product/product_composite_steps/0/complements/0/price;302;0;true;9;true;true;94137;/4/children/3/products/26;Volume > Chateau petit boyer - 750ml: 302,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
187;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chapelle de pontesac;;569,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/66/body/product/product_composite_steps/0/complements/0/price;569;0;true;9;true;true;94139;/4/children/3/products/27;Volume > Chapelle de pontesac - 750ml: 569,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
188;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau sigognac;;568,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/67/body/product/product_composite_steps/0/complements/0/price;568;0;true;9;true;true;94141;/4/children/3/products/28;Volume > Chateau sigognac - 750ml: 568,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
189;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau pontet-canet cru classe;;4327,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/68/body/product/product_composite_steps/0/complements/0/price;4327;0;true;9;true;true;94143;/4/children/3/products/29;Volume > Chateau pontet-canet cru classe - 750ml: 4327,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
190;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau lafon rochet cru classe;;1665,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/69/body/product/product_composite_steps/0/complements/0/price;1665;0;true;9;true;true;94145;/4/children/3/products/30;Volume > Chateau lafon rochet cru classe - 750ml: 1665,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
191;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau leoville poyferre cru classe;;5814,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/70/body/product/product_composite_steps/0/complements/0/price;5814;0;true;9;true;true;94147;/4/children/3/products/31;Volume > Chateau leoville poyferre cru classe - 750ml: 5814,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
192;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Charmes de kirwan;;1360,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/71/body/product/product_composite_steps/0/complements/0/price;1360;0;true;9;true;true;94149;/4/children/3/products/32;Volume > Charmes de kirwan - 750ml: 1360,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
193;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Lassegue saint emilion grand cru;;874,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/72/body/product/product_composite_steps/0/complements/0/price;874;0;true;9;true;true;94151;/4/children/3/products/33;Volume > Lassegue saint emilion grand cru - 750ml: 874,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
